InvoiceNo,InvoiceDate,CustomerID,ProductID,Quantity,UnitPrice,Revenue,IsReturn
513989,2025-10-16,21906,10073,1,34.42,34.42,False
504580,2024-01-03,20655,10013,12,24.47,293.64,False
512656,2024-04-01,21796,10056,10,78.51,785.1,False
508109,2025-08-28,21073,10055,10,36.56,365.6,False
507416,2024-12-19,21010,10051,10,1.83,18.3,False
501527,2025-10-21,20125,10021,11,13.81,151.91,False
509904,2025-10-12,21323,10080,8,26.08,208.64,False
506078,2025-02-12,20811,10065,11,7.48,82.28,False
501379,2024-04-15,20183,10022,10,38.69,386.9,False
506316,2025-07-23,20822,10037,3,25.41,76.23,False
506725,2024-11-09,20917,10060,11,57.35,630.85,False
509172,2024-01-03,21311,10080,12,26.08,312.96,False
508875,2025-10-12,21176,10067,1,11.74,11.74,False
511303,2025-11-01,21520,10084,5,41.35,206.75,False
510488,2025-11-26,21400,10068,12,28.18,338.16,False
512899,2025-09-20,21754,10066,6,38.84,233.04,False
503330,2024-09-21,20439,10015,4,28.48,113.92,False
512711,2024-08-18,21784,10021,2,13.81,27.62,False
501814,2025-06-03,20186,10029,5,16.42,82.1,False
501699,2024-10-26,20201,10041,11,8.14,89.54,False
514182,2025-12-29,21923,10080,10,26.08,260.8,False
500964,2024-11-16,20093,10051,8,1.83,14.64,False
511974,2024-04-05,21698,10038,2,7.17,14.34,False
504693,2025-05-29,20598,10024,5,6.96,34.8,False
503089,2025-08-13,20358,10036,12,3.1,37.2,False
502228,2024-06-12,20296,10019,1,59.39,59.39,False
511646,2024-05-11,21646,10084,10,41.35,413.5,False
502378,2025-11-15,20243,10012,5,17.43,87.15,False
511934,2025-07-20,21625,10047,9,8.11,72.99,False
504340,2024-04-29,20604,10047,3,8.11,24.33,False
502995,2025-03-30,20364,10079,9,55.08,495.72,False
501983,2025-06-25,20207,10053,2,5.52,11.04,False
511932,2025-10-31,21610,10040,5,26.77,133.85,False
504109,2024-04-08,20574,10051,3,1.83,5.49,False
505480,2024-05-12,20765,10060,5,57.35,286.75,False
509699,2025-12-05,21286,10079,11,55.08,605.88,False
504998,2024-11-18,20669,10031,1,3.32,3.32,False
502172,2025-09-03,20224,10024,6,6.96,41.76,False
502888,2025-10-03,20322,10033,7,21.68,151.76,False
509634,2025-05-21,21305,10028,11,39.61,435.71,False
508675,2025-02-05,21183,10051,10,1.83,18.3,False
509864,2025-01-21,21355,10010,9,19.21,172.89,False
509275,2025-11-24,21227,10085,11,44.05,484.55,False
501529,2025-11-13,20122,10030,12,9.68,116.16,False
507556,2025-02-06,21023,10064,10,38.17,381.7,False
503216,2025-04-17,20393,10005,9,40.32,362.88,False
501901,2025-05-23,20200,10055,2,36.56,73.12,False
502780,2024-05-14,20379,10027,8,55.44,443.52,False
511689,2025-07-06,21592,10029,5,16.42,82.1,False
505953,2024-07-11,20824,10077,5,27.01,135.05,False
504672,2024-08-29,20634,10077,1,27.01,27.01,False
507035,2024-04-15,20991,10076,1,23.35,23.35,False
504008,2024-11-01,20530,10020,10,16.84,168.4,False
508845,2024-07-19,21236,10053,7,5.52,38.64,False
509353,2025-01-14,21283,10055,7,36.56,255.92,False
509237,2025-05-09,21250,10012,8,17.43,139.44,False
502678,2024-04-05,20370,10074,5,38.02,190.1,False
506153,2024-12-23,20829,10044,11,11.38,125.18,False
513135,2025-01-30,21821,10015,11,28.48,313.28,False
508342,2025-05-24,21120,10033,9,21.68,195.12,False
509379,2024-11-03,21297,10075,7,56.44,395.08,False
511967,2024-05-10,21692,10058,12,52.35,628.2,False
511217,2024-06-20,21579,10055,4,36.56,146.24,False
514086,2024-12-18,21963,10082,4,62.04,248.16,False
505100,2024-11-29,20682,10039,6,10.23,61.38,False
505883,2024-11-07,20797,10024,3,6.96,20.88,False
506553,2025-07-15,20857,10014,12,26.67,320.04,False
506103,2025-11-02,20777,10003,1,16.33,16.33,False
504200,2025-11-17,20503,10018,3,39.22,117.66,False
505445,2024-05-26,20758,10044,1,11.38,11.38,False
503879,2024-12-31,20503,10085,2,44.05,88.1,False
511831,2025-06-10,21616,10061,6,20.56,123.36,False
506136,2024-11-22,20831,10004,3,19.11,57.33,False
503855,2025-11-01,20456,10020,1,16.84,16.84,False
511675,2025-10-19,21575,10065,6,7.48,44.88,False
511050,2025-07-25,21498,10041,1,8.14,8.14,False
507721,2025-11-10,21007,10063,11,26.77,294.47,False
502556,2025-12-30,20262,10030,1,9.68,9.68,False
512247,2025-08-08,21667,10022,11,38.69,425.59,False
510190,2024-04-27,21440,10062,11,40.82,449.02,False
501991,2025-03-06,20224,10035,2,12.98,25.96,False
513321,2025-10-27,21809,10002,3,36.7,110.1,False
504395,2024-12-15,20579,10029,8,16.42,131.36,False
509005,2025-08-21,21202,10021,3,13.81,41.43,False
C500853,2024-12-08,20074,10054,-2,67.14,-134.28,True
512092,2025-05-22,21656,10037,12,25.41,304.92,False
513089,2024-11-03,21827,10076,10,23.35,233.5,False
511746,2025-05-19,21607,10045,2,2.28,4.56,False
501293,2025-02-15,20127,10063,4,26.77,107.08,False
502569,2024-04-08,20354,10021,11,13.81,151.91,False
508069,2025-04-26,21085,10044,11,11.38,125.18,False
500917,2024-11-11,20087,10076,7,23.35,163.45,False
509473,2024-02-21,21347,10030,7,9.68,67.76,False
512595,2025-07-23,21719,10041,4,8.14,32.56,False
503058,2024-07-21,20409,10074,2,38.02,76.04,False
502238,2024-03-09,20311,10003,5,16.33,81.65,False
514101,2025-01-16,21961,10069,7,14.82,103.74,False
513266,2025-10-28,21801,10016,2,59.75,119.5,False
513981,2024-09-11,21962,10050,5,9.37,46.85,False
505769,2025-11-04,20729,10030,4,9.68,38.72,False
503839,2025-05-22,20477,10036,5,3.1,15.5,False
511824,2024-09-17,21653,10087,1,14.97,14.97,False
502006,2024-02-23,20280,10016,6,59.75,358.5,False
504853,2025-10-29,20599,10016,8,59.75,478.0,False
509775,2025-11-13,21300,10006,7,8.19,57.33,False
501985,2024-11-08,20240,10053,12,5.52,66.24,False
507828,2025-09-17,21030,10063,2,26.77,53.54,False
502793,2025-12-08,20299,10039,7,10.23,71.61,False
508899,2025-03-19,21209,10041,11,8.14,89.54,False
501706,2024-11-02,20201,10045,10,2.28,22.8,False
509333,2025-11-12,21237,10084,8,41.35,330.8,False
512578,2025-08-03,21715,10035,8,12.98,103.84,False
513824,2025-03-16,21913,10019,6,59.39,356.34,False
505930,2025-03-04,20787,10048,5,13.2,66.0,False
511086,2024-11-30,21537,10001,8,41.2,329.6,False
513925,2024-07-24,21961,10030,12,9.68,116.16,False
504395,2024-01-21,20626,10068,9,28.18,253.62,False
505922,2025-02-10,20789,10035,2,12.98,25.96,False
510817,2024-12-25,21495,10066,10,38.84,388.4,False
504898,2024-08-10,20669,10086,5,30.68,153.4,False
506642,2024-12-22,20899,10025,10,33.32,333.2,False
501326,2024-10-10,20150,10045,6,2.28,13.68,False
514332,2025-11-13,21951,10074,4,38.02,152.08,False
508142,2025-07-08,21085,10049,3,6.06,18.18,False
507393,2025-12-16,20955,10012,7,17.43,122.01,False
505709,2025-12-05,20716,10080,5,26.08,130.4,False
500478,2024-11-27,20022,10070,11,35.47,390.17,False
C512829,2025-11-01,21738,10039,-2,10.23,-20.46,True
513288,2025-04-02,21834,10015,9,28.48,256.32,False
511618,2025-11-22,21562,10075,10,56.44,564.4,False
504127,2024-09-13,20554,10006,8,8.19,65.52,False
503082,2024-04-17,20426,10087,6,14.97,89.82,False
511555,2024-02-24,21644,10046,2,8.58,17.16,False
506177,2025-10-23,20789,10017,1,48.6,48.6,False
508762,2024-07-20,21224,10075,12,56.44,677.28,False
C502244,2024-11-01,20278,10012,-1,17.43,-17.43,True
510690,2024-10-01,21489,10062,1,40.82,40.82,False
511024,2025-11-16,21478,10083,3,56.44,169.32,False
510348,2024-01-10,21478,10044,9,11.38,102.42,False
506502,2025-06-08,20855,10033,6,21.68,130.08,False
513329,2025-10-14,21812,10084,10,41.35,413.5,False
513686,2024-12-31,21904,10024,7,6.96,48.72,False
512048,2025-01-21,21667,10028,11,39.61,435.71,False
507000,2025-10-20,20907,10020,4,16.84,67.36,False
509106,2024-03-17,21291,10017,9,48.6,437.4,False
501706,2025-11-29,20145,10060,7,57.35,401.45,False
504747,2024-06-25,20654,10044,6,11.38,68.28,False
514492,2025-07-09,21992,10038,5,7.17,35.85,False
507261,2024-12-18,20988,10087,5,14.97,74.85,False
503627,2025-01-28,20463,10014,12,26.67,320.04,False
504244,2024-12-11,20558,10086,10,30.68,306.8,False
500246,2024-04-09,20022,10055,6,36.56,219.36,False
505192,2025-04-26,20674,10039,10,10.23,102.3,False
512943,2024-01-08,21849,10034,12,8.42,101.04,False
506827,2025-01-15,20922,10045,1,2.28,2.28,False
513273,2025-11-25,21798,10033,7,21.68,151.76,False
506051,2024-05-09,20847,10058,4,52.35,209.4,False
502220,2024-06-04,20296,10077,3,27.01,81.03,False
504576,2025-06-14,20579,10027,4,55.44,221.76,False
502567,2024-10-26,20325,10020,7,16.84,117.88,False
504851,2025-08-11,20610,10028,6,39.61,237.66,False
505052,2025-12-06,20622,10072,6,8.74,52.44,False
504893,2025-06-16,20624,10082,10,62.04,620.4,False
502004,2025-03-19,20224,10068,11,28.18,309.98,False
503384,2025-12-11,20383,10005,9,40.32,362.88,False
500962,2025-11-06,20042,10050,1,9.37,9.37,False
508404,2024-09-06,21166,10069,4,14.82,59.28,False
506840,2025-05-13,20907,10009,4,25.31,101.24,False
501396,2024-04-11,20186,10033,10,21.68,216.8,False
514307,2025-11-30,21945,10055,8,36.56,292.48,False
504147,2025-11-06,20497,10033,6,21.68,130.08,False
513286,2025-01-27,21843,10046,5,8.58,42.9,False
503094,2025-12-08,20342,10052,3,6.43,19.29,False
511074,2025-12-01,21483,10012,1,17.43,17.43,False
C510540,2025-10-11,21414,10037,-1,25.41,-25.41,True
509146,2024-03-08,21298,10058,11,52.35,575.85,False
504631,2025-12-19,20560,10072,12,8.74,104.88,False
505806,2025-12-25,20727,10011,11,18.3,201.3,False
501509,2024-04-26,20200,10047,1,8.11,8.11,False
509744,2025-06-16,21317,10009,8,25.31,202.48,False
511951,2025-04-02,21643,10067,4,11.74,46.96,False
C503391,2024-02-29,20477,10014,-2,26.67,-53.34,True
506293,2024-06-17,20876,10005,7,40.32,282.24,False
508926,2025-12-09,21175,10079,9,55.08,495.72,False
511744,2025-05-03,21609,10087,3,14.97,44.91,False
507437,2024-10-24,21021,10009,7,25.31,177.17,False
504922,2025-03-11,20642,10021,6,13.81,82.86,False
509165,2024-04-17,21295,10060,3,57.35,172.05,False
505292,2025-03-17,20694,10084,4,41.35,165.4,False
508428,2025-03-10,21143,10035,9,12.98,116.82,False
507972,2024-05-26,21119,10046,11,8.58,94.38,False
509511,2024-06-01,21338,10060,5,57.35,286.75,False
501297,2024-11-20,20140,10064,8,38.17,305.36,False
501974,2025-01-27,20227,10037,2,25.41,50.82,False
514263,2025-08-15,21954,10027,4,55.44,221.76,False
504777,2024-01-04,20683,10031,12,3.32,39.84,False
502308,2025-03-22,20267,10013,12,24.47,293.64,False
501878,2025-05-07,20199,10076,9,23.35,210.15,False
513092,2024-11-06,21827,10060,11,57.35,630.85,False
511515,2024-02-26,21638,10055,11,36.56,402.16,False
509463,2024-08-25,21319,10068,8,28.18,225.44,False
511000,2025-10-09,21480,10065,8,7.48,59.84,False
511064,2025-01-03,21529,10007,7,38.39,268.73,False
511321,2025-12-24,21515,10044,4,11.38,45.52,False
503447,2025-05-29,20420,10087,11,14.97,164.67,False
512487,2025-03-23,21721,10078,1,84.38,84.38,False
512832,2024-12-10,21785,10001,4,41.2,164.8,False
503822,2025-12-22,20444,10012,3,17.43,52.29,False
507856,2024-12-25,21072,10069,8,14.82,118.56,False
500400,2024-06-18,20034,10069,11,14.82,163.02,False
506041,2024-09-16,20827,10075,4,56.44,225.76,False
508359,2024-12-17,21145,10010,11,19.21,211.31,False
502833,2024-05-18,20386,10087,3,14.97,44.91,False
509663,2024-12-05,21333,10063,1,26.77,26.77,False
502403,2024-01-10,20343,10027,4,55.44,221.76,False
506551,2025-05-11,20866,10001,8,41.2,329.6,False
512436,2024-12-27,21726,10001,9,41.2,370.8,False
510320,2024-08-28,21441,10020,10,16.84,168.4,False
513943,2025-01-05,21940,10013,8,24.47,195.76,False
501281,2025-12-01,20084,10066,3,38.84,116.52,False
506187,2024-12-01,20837,10008,10,37.49,374.9,False
512549,2024-11-16,21748,10035,6,12.98,77.88,False
C510673,2025-06-28,21448,10056,-3,78.51,-235.53,True
511043,2024-01-26,21575,10046,5,8.58,42.9,False
509802,2024-01-24,21398,10049,1,6.06,6.06,False
504902,2025-02-05,20644,10040,11,26.77,294.47,False
507570,2025-10-23,20988,10005,8,40.32,322.56,False
501196,2024-06-02,20150,10047,11,8.11,89.21,False
507434,2025-12-15,20961,10053,6,5.52,33.12,False
508796,2024-01-05,21257,10049,8,6.06,48.48,False
508446,2025-12-05,21107,10062,3,40.82,122.46,False
501202,2024-12-21,20122,10061,8,20.56,164.48,False
504916,2024-03-06,20694,10007,3,38.39,115.17,False
500949,2025-12-19,20034,10010,11,19.21,211.31,False
510875,2025-03-14,21492,10061,5,20.56,102.8,False
501382,2025-06-19,20122,10009,11,25.31,278.41,False
505875,2024-01-31,20836,10045,11,2.28,25.08,False
501426,2024-08-31,20170,10013,9,24.47,220.23,False
507436,2025-01-08,21010,10054,12,67.14,805.68,False
500830,2024-01-05,20119,10023,7,7.42,51.94,False
503081,2025-06-24,20364,10082,12,62.04,744.48,False
501469,2025-03-30,20146,10039,10,10.23,102.3,False
514185,2025-06-12,21952,10086,5,30.68,153.4,False
512848,2025-08-28,21750,10023,9,7.42,66.78,False
501714,2025-09-21,20156,10032,11,8.19,90.09,False
511632,2025-12-27,21559,10065,5,7.48,37.4,False
510732,2025-12-02,21434,10013,1,24.47,24.47,False
506682,2024-11-22,20909,10053,2,5.52,11.04,False
509426,2024-06-28,21322,10032,1,8.19,8.19,False
505233,2024-09-13,20712,10083,12,56.44,677.28,False
505141,2024-11-14,20690,10006,6,8.19,49.14,False
510984,2024-03-19,21559,10056,8,78.51,628.08,False
514117,2025-03-22,21954,10025,10,33.32,333.2,False
C505366,2024-07-19,20739,10083,-2,56.44,-112.88,True
500739,2024-08-16,20074,10001,8,41.2,329.6,False
507248,2024-08-29,21002,10035,5,12.98,64.9,False
503890,2024-03-16,20546,10074,4,38.02,152.08,False
511627,2024-07-01,21636,10062,12,40.82,489.84,False
505380,2025-10-17,20676,10024,1,6.96,6.96,False
510341,2024-12-11,21429,10002,3,36.7,110.1,False
509371,2025-01-18,21285,10011,4,18.3,73.2,False
510642,2025-07-02,21443,10056,1,78.51,78.51,False
508895,2025-09-27,21181,10055,11,36.56,402.16,False
501502,2025-04-04,20150,10078,8,84.38,675.04,False
510339,2025-01-13,21424,10041,12,8.14,97.68,False
505425,2024-11-11,20731,10072,5,8.74,43.7,False
512588,2025-07-02,21721,10062,9,40.82,367.38,False
506927,2024-03-29,20978,10032,3,8.19,24.57,False
500608,2024-12-08,20039,10046,11,8.58,94.38,False
505650,2025-06-03,20734,10073,1,34.42,34.42,False
507940,2024-04-03,21122,10039,7,10.23,71.61,False
502439,2024-08-15,20317,10041,9,8.14,73.26,False
506149,2025-06-19,20803,10065,7,7.48,52.36,False
511722,2025-10-03,21584,10029,11,16.42,180.62,False
509966,2024-11-16,21379,10057,1,51.3,51.3,False
505517,2025-11-25,20690,10072,10,8.74,87.4,False
507495,2024-05-04,21054,10032,10,8.19,81.9,False
513710,2024-11-29,21912,10042,7,12.86,90.02,False
505429,2025-07-11,20697,10082,11,62.04,682.44,False
508813,2024-03-25,21248,10068,10,28.18,281.8,False
500442,2024-12-17,20014,10005,9,40.32,362.88,False
500542,2024-02-15,20072,10043,10,9.96,99.6,False
504541,2024-07-13,20622,10073,3,34.42,103.26,False
507681,2024-08-21,21065,10004,6,19.11,114.66,False
506560,2024-11-12,20893,10018,11,39.22,431.42,False
500375,2024-10-04,20015,10066,6,38.84,233.04,False
505054,2024-12-02,20675,10046,11,8.58,94.38,False
507812,2024-04-08,21103,10033,8,21.68,173.44,False
505405,2024-04-09,20759,10071,4,27.84,111.36,False
501466,2025-06-26,20133,10022,4,38.69,154.76,False
509211,2024-04-07,21303,10049,2,6.06,12.12,False
503199,2024-07-29,20428,10030,9,9.68,87.12,False
504723,2024-02-03,20671,10051,8,1.83,14.64,False
501176,2025-09-01,20082,10049,8,6.06,48.48,False
512261,2024-12-20,21702,10021,5,13.81,69.05,False
500281,2024-01-30,20037,10051,2,1.83,3.66,False
505707,2025-10-15,20723,10028,3,39.61,118.83,False
507620,2025-12-05,20989,10048,5,13.2,66.0,False
506125,2024-02-12,20870,10083,3,56.44,169.32,False
503521,2024-05-20,20484,10014,9,26.67,240.03,False
506350,2024-10-15,20867,10006,9,8.19,73.71,False
C506593,2025-10-26,20848,10081,-2,80.96,-161.92,True
512925,2024-10-10,21807,10077,2,27.01,54.02,False
508900,2025-12-04,21172,10024,5,6.96,34.8,False
509151,2025-11-19,21210,10082,5,62.04,310.2,False
513112,2025-08-19,21789,10054,5,67.14,335.7,False
513534,2024-02-01,21930,10014,10,26.67,266.7,False
512284,2024-01-07,21755,10032,1,8.19,8.19,False
500607,2025-07-05,20009,10084,7,41.35,289.45,False
504404,2024-11-26,20583,10011,3,18.3,54.9,False
513830,2025-03-29,21912,10001,11,41.2,453.2,False
503385,2025-06-06,20410,10082,8,62.04,496.32,False
503196,2025-04-18,20390,10004,1,19.11,19.11,False
508086,2025-11-11,21059,10067,6,11.74,70.44,False
512977,2025-02-23,21795,10041,5,8.14,40.7,False
502612,2025-05-06,20304,10060,7,57.35,401.45,False
500751,2024-05-22,20088,10031,7,3.32,23.24,False
500297,2024-02-01,20039,10027,7,55.44,388.08,False
512532,2025-07-02,21713,10064,7,38.17,267.19,False
502779,2024-03-04,20389,10018,12,39.22,470.64,False
508893,2024-02-08,21266,10082,4,62.04,248.16,False
510086,2025-08-31,21355,10041,8,8.14,65.12,False
510220,2025-09-22,21371,10005,2,40.32,80.64,False
508569,2025-01-28,21169,10075,7,56.44,395.08,False
506174,2025-12-01,20783,10059,2,54.66,109.32,False
501122,2024-10-23,20119,10061,1,20.56,20.56,False
505493,2024-03-02,20777,10026,10,30.64,306.4,False
509317,2024-04-08,21318,10027,6,55.44,332.64,False
502910,2025-12-20,20314,10064,6,38.17,229.02,False
505241,2025-11-29,20650,10051,2,1.83,3.66,False
502550,2025-08-06,20282,10051,10,1.83,18.3,False
502993,2025-02-14,20370,10002,12,36.7,440.4,False
509059,2024-11-19,21249,10020,2,16.84,33.68,False
512181,2024-08-06,21710,10047,7,8.11,56.77,False
505491,2025-12-04,20685,10069,1,14.82,14.82,False
504972,2025-09-03,20624,10043,9,9.96,89.64,False
500601,2024-07-21,20058,10016,11,59.75,657.25,False
507346,2025-10-09,20958,10002,2,36.7,73.4,False
502702,2024-12-02,20339,10020,10,16.84,168.4,False
511934,2025-02-23,21646,10056,7,78.51,549.57,False
503001,2025-09-13,20341,10080,1,26.08,26.08,False
501507,2024-10-16,20175,10042,4,12.86,51.44,False
503421,2025-12-20,20387,10014,5,26.67,133.35,False
509693,2025-09-27,21295,10060,2,57.35,114.7,False
506708,2024-12-18,20909,10037,6,25.41,152.46,False
508269,2025-12-10,21081,10048,5,13.2,66.0,False
513069,2024-11-25,21821,10005,3,40.32,120.96,False
503373,2025-11-30,20383,10022,6,38.69,232.14,False
508319,2024-06-27,21164,10073,4,34.42,137.68,False
507638,2025-12-23,20989,10050,11,9.37,103.07,False
510855,2025-05-10,21481,10041,3,8.14,24.42,False
509316,2024-05-19,21312,10063,3,26.77,80.31,False
501485,2024-01-09,20212,10031,5,3.32,16.6,False
502193,2024-05-29,20293,10014,2,26.67,53.34,False
510176,2025-05-03,21385,10002,9,36.7,330.3,False
500522,2024-06-28,20050,10062,5,40.82,204.1,False
512330,2024-08-08,21731,10027,2,55.44,110.88,False
507109,2025-08-15,20932,10005,5,40.32,201.6,False
514355,2025-03-08,21990,10024,7,6.96,48.72,False
502563,2024-08-13,20335,10061,4,20.56,82.24,False
510657,2025-11-20,21425,10061,9,20.56,185.04,False
509209,2024-06-28,21291,10044,11,11.38,125.18,False
508978,2025-04-25,21215,10024,6,6.96,41.76,False
504155,2025-10-17,20501,10055,9,36.56,329.04,False
513694,2024-08-14,21925,10028,9,39.61,356.49,False
501353,2025-11-19,20096,10022,3,38.69,116.07,False
501951,2024-05-25,20259,10006,7,8.19,57.33,False
505702,2024-09-20,20778,10078,5,84.38,421.9,False
511208,2024-04-23,21586,10015,5,28.48,142.4,False
508695,2025-09-09,21155,10056,1,78.51,78.51,False
510135,2024-03-10,21439,10019,2,59.39,118.78,False
500871,2024-03-07,20116,10025,7,33.32,233.24,False
510197,2024-02-03,21453,10019,3,59.39,178.17,False
509220,2025-11-04,21222,10019,7,59.39,415.73,False
505144,2024-06-30,20710,10064,7,38.17,267.19,False
501517,2025-05-24,20145,10058,7,52.35,366.45,False
501799,2025-11-17,20160,10001,3,41.2,123.6,False
501890,2024-01-01,20271,10010,2,19.21,38.42,False
502582,2025-08-31,20283,10049,6,6.06,36.36,False
503145,2024-10-16,20409,10074,9,38.02,342.18,False
509792,2024-11-17,21354,10021,11,13.81,151.91,False
510074,2024-10-08,21400,10081,4,80.96,323.84,False
504706,2024-12-04,20625,10060,5,57.35,286.75,False
507121,2025-10-15,20925,10004,6,19.11,114.66,False
513983,2025-11-28,21899,10075,7,56.44,395.08,False
508746,2024-07-18,21222,10057,2,51.3,102.6,False
502299,2025-08-21,20244,10045,6,2.28,13.68,False
505175,2024-03-13,20730,10059,6,54.66,327.96,False
511744,2024-12-14,21629,10048,7,13.2,92.4,False
510134,2025-09-13,21360,10004,7,19.11,133.77,False
507383,2025-12-06,20955,10080,2,26.08,52.16,False
502290,2024-11-05,20284,10025,10,33.32,333.2,False
504314,2024-07-17,20589,10001,2,41.2,82.4,False
502825,2024-04-05,20391,10005,3,40.32,120.96,False
504167,2025-08-27,20510,10010,9,19.21,172.89,False
503963,2025-10-07,20475,10050,6,9.37,56.22,False
505542,2025-08-23,20707,10006,12,8.19,98.28,False
507665,2025-08-18,21011,10055,10,36.56,365.6,False
505508,2024-12-29,20736,10042,11,12.86,141.46,False
501207,2025-12-04,20073,10055,11,36.56,402.16,False
503490,2024-11-22,20453,10071,6,27.84,167.04,False
511861,2025-12-11,21594,10036,10,3.1,31.0,False
503722,2025-10-25,20438,10032,4,8.19,32.76,False
C508178,2024-11-13,21124,10028,-2,39.61,-79.22,True
514258,2025-10-26,21943,10043,5,9.96,49.8,False
514483,2025-06-02,21996,10058,3,52.35,157.05,False
506354,2025-04-05,20843,10079,5,55.08,275.4,False
507675,2024-10-10,21057,10024,2,6.96,13.92,False
508988,2024-09-23,21247,10064,8,38.17,305.36,False
503553,2024-05-03,20491,10004,5,19.11,95.55,False
510079,2024-09-01,21406,10061,11,20.56,226.16,False
510098,2025-04-04,21378,10028,3,39.61,118.83,False
505363,2025-12-23,20664,10030,1,9.68,9.68,False
503262,2024-09-23,20429,10080,6,26.08,156.48,False
513719,2025-09-28,21870,10081,10,80.96,809.6,False
503524,2025-06-26,20427,10061,12,20.56,246.72,False
504723,2025-09-06,20588,10007,8,38.39,307.12,False
511070,2025-08-28,21496,10035,5,12.98,64.9,False
502870,2024-07-08,20384,10005,3,40.32,120.96,False
502121,2024-09-16,20267,10021,3,13.81,41.43,False
501243,2025-09-19,20089,10069,5,14.82,74.1,False
509569,2025-08-25,21282,10066,10,38.84,388.4,False
504089,2025-02-18,20526,10079,1,55.08,55.08,False
500696,2024-08-01,20070,10024,7,6.96,48.72,False
501184,2024-11-26,20123,10038,4,7.17,28.68,False
504459,2024-11-18,20592,10011,9,18.3,164.7,False
509329,2025-06-28,21256,10083,3,56.44,169.32,False
507618,2025-10-15,20996,10033,4,21.68,86.72,False
508778,2025-12-29,21151,10068,11,28.18,309.98,False
505554,2024-06-13,20771,10025,11,33.32,366.52,False
500476,2024-06-10,20046,10079,5,55.08,275.4,False
508558,2025-12-12,21122,10029,11,16.42,180.62,False
513529,2024-08-24,21900,10069,8,14.82,118.56,False
503174,2024-06-06,20432,10048,4,13.2,52.8,False
510439,2024-08-28,21458,10065,9,7.48,67.32,False
502320,2024-11-07,20288,10087,6,14.97,89.82,False
507792,2024-04-02,21101,10010,7,19.21,134.47,False
501498,2025-08-18,20130,10050,2,9.37,18.74,False
513824,2025-08-24,21890,10024,10,6.96,69.6,False
502007,2024-06-15,20264,10057,9,51.3,461.7,False
507982,2025-07-23,21060,10023,10,7.42,74.2,False
503567,2024-07-26,20481,10038,7,7.17,50.19,False
502513,2024-02-19,20353,10043,3,9.96,29.88,False
503591,2025-12-01,20414,10070,12,35.47,425.64,False
511072,2024-06-08,21560,10045,9,2.28,20.52,False
507947,2025-12-10,21035,10047,4,8.11,32.44,False
514071,2025-12-02,21911,10081,1,80.96,80.96,False
503761,2024-12-04,20490,10087,8,14.97,119.76,False
500865,2024-02-02,20120,10010,6,19.21,115.26,False
504103,2024-05-07,20569,10075,5,56.44,282.2,False
507099,2024-02-20,21008,10085,1,44.05,44.05,False
500898,2025-12-31,20025,10086,10,30.68,306.8,False
503570,2025-02-10,20453,10042,7,12.86,90.02,False
510090,2024-01-04,21442,10080,4,26.08,104.32,False
513010,2024-12-27,21808,10084,5,41.35,206.75,False
505257,2024-08-19,20719,10057,6,51.3,307.8,False
501820,2025-04-28,20192,10022,2,38.69,77.38,False
502318,2024-01-09,20331,10065,5,7.48,37.4,False
511970,2025-11-10,21614,10056,2,78.51,157.02,False
512952,2024-12-11,21802,10007,10,38.39,383.9,False
503282,2025-02-02,20413,10057,5,51.3,256.5,False
511452,2024-12-23,21586,10017,12,48.6,583.2,False
509344,2025-01-05,21283,10041,7,8.14,56.98,False
503525,2025-11-07,20408,10040,1,26.77,26.77,False
509838,2024-06-06,21384,10064,3,38.17,114.51,False
512546,2024-11-06,21749,10002,9,36.7,330.3,False
510657,2024-01-11,21522,10058,9,52.35,471.15,False
511761,2025-12-30,21577,10062,11,40.82,449.02,False
501234,2025-05-07,20107,10034,7,8.42,58.94,False
507753,2024-11-15,21063,10041,5,8.14,40.7,False
506835,2024-03-14,20967,10006,3,8.19,24.57,False
514083,2024-10-13,21972,10040,3,26.77,80.31,False
502484,2025-12-28,20252,10023,3,7.42,22.26,False
507606,2025-11-14,20990,10011,10,18.3,183.0,False
502080,2024-11-05,20254,10066,4,38.84,155.36,False
505375,2024-06-30,20743,10050,2,9.37,18.74,False
502674,2025-02-17,20324,10006,7,8.19,57.33,False
506287,2025-10-21,20805,10079,3,55.08,165.24,False
502374,2024-11-05,20296,10037,3,25.41,76.23,False
505891,2025-11-21,20744,10062,2,40.82,81.64,False
513288,2024-07-24,21870,10035,11,12.98,142.78,False
508636,2024-12-21,21184,10039,8,10.23,81.84,False
507893,2024-02-23,21121,10041,9,8.14,73.26,False
513082,2024-12-01,21822,10044,7,11.38,79.66,False
503594,2024-02-15,20508,10045,3,2.28,6.84,False
504379,2024-07-05,20600,10016,3,59.75,179.25,False
507141,2024-12-10,20972,10039,3,10.23,30.69,False
504130,2025-07-28,20509,10079,12,55.08,660.96,False
501121,2024-12-24,20110,10040,5,26.77,133.85,False
504990,2025-12-07,20613,10008,12,37.49,449.88,False
503345,2024-11-17,20433,10055,12,36.56,438.72,False
508919,2025-12-02,21175,10012,9,17.43,156.87,False
509090,2024-11-08,21255,10084,2,41.35,82.7,False
502803,2024-06-13,20378,10025,11,33.32,366.52,False
510346,2025-09-15,21390,10075,7,56.44,395.08,False
504186,2024-09-30,20560,10011,1,18.3,18.3,False
509275,2025-10-20,21232,10001,10,41.2,412.0,False
